本地,#genre#
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/index.m3u8
CCTV9,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227425/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/index.m3u8
CCTV10,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227375/index.m3u8
CCTV11,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227922/index.m3u8
CCTV12,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227377/index.m3u8
CCTV14,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227379/index.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/index.m3u8
CCTV15,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227933/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/index.m3u8
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227577/index.m3u8

CCTV1,http://969266808.iptv.netsxz.com:61800/tsfile/live/0001_1.m3u8
CCTV2,http://969266808.iptv.netsxz.com:61800/tsfile/live/0002_1.m3u8
CCTV3,http://969266808.iptv.netsxz.com:61800/tsfile/live/0003_1.m3u8
CCTV4,http://969266808.iptv.netsxz.com:61800/tsfile/live/0004_1.m3u8
CCTV5+,http://969266808.iptv.netsxz.com:61800/tsfile/live/0005_1.m3u8
CCTV6,http://969266808.iptv.netsxz.com:61800/tsfile/live/0006_1.m3u8
CCTV7,http://969266808.iptv.netsxz.com:61800/tsfile/live/0007_1.m3u8
CCTV8,http://969266808.iptv.netsxz.com:61800/tsfile/live/0008_1.m3u8
CCTV9,http://969266808.iptv.netsxz.com:61800/tsfile/live/0009_1.m3u8
CCTV10,http://969266808.iptv.netsxz.com:61800/tsfile/live/0010_1.m3u8
CCTV11,http://969266808.iptv.netsxz.com:61800/tsfile/live/0011_1.m3u8
CCTV12,http://969266808.iptv.netsxz.com:61800/tsfile/live/0012_1.m3u8
CCTV13,http://969266808.iptv.netsxz.com:61800/tsfile/live/0013_1.m3u8
CCTV14,http://969266808.iptv.netsxz.com:61800/tsfile/live/0014_1.m3u8
CCTV15,http://969266808.iptv.netsxz.com:61800/tsfile/live/0015_1.m3u8



CCTV1,http://119.1.169.212:808/hls/1/index.m3u8?url=tvzb.com
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8

CCTV1,http://tvpull.dxhmt.cn/tv/11481-4.m3u8
CCTV3,https://taijitv.zhonglong1.repl.co/sxg.php?id=CCTV-3H265_4000
CCTV7,https://taijitv.zhonglong1.repl.co/sxg.php?id=CCTV-7H265_4000
CCTV8,https://taijitv.zhonglong1.repl.co/sxg.php?id=CCTV-8H265_4000
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8

CCTV9,http://86.tvzb.asia/akmg.php?id=cctv9
CCTV7,http://86.tvzb.asia/akmg.php?id=cctv7
CCTV8,http://86.tvzb.asia/akmg.php?id=cctv8
CCTV14,http://86.tvzb.asia/akmg.php?id=cctv14
CCTV3,http://86.tvzb.asia/akmg.php?id=cctv3
CCTV1,http://86.tvzb.asia/akmg.php?id=cctv1
CCTV17,http://86.tvzb.asia/akmg.php?id=cctv17
CCTV13,http://86.tvzb.asia/akmg.php?id=cctv13
CCTV10,http://86.tvzb.asia/akmg.php?id=cctv10
CCTV5,http://86.tvzb.asia/akmg.php?id=cctv5
CCTV2,http://86.tvzb.asia/akmg.php?id=cctv2
CCTV4,http://86.tvzb.asia/akmg.php?id=cctv4
CCTV15,http://86.tvzb.asia/akmg.php?id=cctv15
CCTV12,http://86.tvzb.asia/akmg.php?id=cctv12
CCTV6,http://86.tvzb.asia/akmg.php?id=cctv6
CCTV11,http://86.tvzb.asia/akmg.php?id=cctv11

CCTV5,https://www.sxtv.top/live/migu.php?id=cctv5
CCTV6,https://www.sxtv.top/live/migu.php?id=cctv6
CCTV1,https://www.sxtv.top/live/migu.php?id=cctv1
CCTV7,https://www.sxtv.top/live/migu.php?id=cctv7
CCTV4,https://www.sxtv.top/live/migu.php?id=cctv4
CCTV3,https://www.sxtv.top/live/migu.php?id=cctv3
CCTV8,https://www.sxtv.top/live/migu.php?id=cctv8
CCTV2,https://www.sxtv.top/live/migu.php?id=cctv2
CCTV12,https://www.sxtv.top/live/migu.php?id=cctv12
CCTV11,https://www.sxtv.top/live/migu.php?id=cctv11
CCTV15,https://www.sxtv.top/live/migu.php?id=cctv15
CCTV17,https://www.sxtv.top/live/migu.php?id=cctv17
CCTV10,https://www.sxtv.top/live/migu.php?id=cctv10
CCTV13,https://www.sxtv.top/live/migu.php?id=cctv13
CCTV14,https://www.sxtv.top/live/migu.php?id=cctv14

CCTV8,http://cfss.cc/ds/ysp/qp.php?id=cctv8&Cf.m3u8
CCTV6,http://cfss.cc/ds/ysp/qp.php?id=cctv6&Cf.m3u8
CCTV12,http://cfss.cc/ds/ysp/qp.php?id=cctv12&Cf.m3u8
CCTV7,http://cfss.cc/ds/ysp/qp.php?id=cctv7&Cf.m3u8
CCTV11,http://cfss.cc/ds/ysp/qp.php?id=cctv11&Cf.m3u8
CCTV10,http://cfss.cc/ds/ysp/qp.php?id=cctv10&Cf.m3u8
CCTV17,http://cfss.cc/ds/ysp/qp.php?id=cctv17&Cf.m3u8

CCTV1,http://43.142.32.164:9999/小果.php?id=CCTV-1H265_4000&Cf.m3u8
CCTV2,http://43.142.32.164:9999/小果.php?id=CCTV-2H265_4000&Cf.m3u8
CCTV3,http://43.142.32.164:9999/小果.php?id=CCTV-3H265_4000&Cf.m3u8
CCTV4,http://43.142.32.164:9999/小果.php?id=CCTV-4H265_4000&Cf.m3u8
CCTV5,http://43.142.32.164:9999/小果.php?id=CCTV-5H265_4000&Cf.m3u8
CCTV5+,http://43.142.32.164:9999/小果.php?id=CCTV-5plusH265_4000&Cf.m3u8
CCTV6,http://43.142.32.164:9999/小果.php?id=CCTV-6H265_4000&Cf.m3u8
CCTV7,http://43.142.32.164:9999/小果.php?id=CCTV-7H265_4000&Cf.m3u8
CCTV8,http://43.142.32.164:9999/小果.php?id=CCTV-8H265_4000&Cf.m3u8
CCTV9,http://43.142.32.164:9999/小果.php?id=CCTV-9H265_4000&Cf.m3u8
CCTV10,http://43.142.32.164:9999/小果.php?id=CCTV-10H265_4000&Cf.m3u8
CCTV11,http://43.142.32.164:9999/小果.php?id=CCTV-11-H265_4000&Cf.m3u8
CCTV12,http://43.142.32.164:9999/小果.php?id=CCTV-12H265_4000&Cf.m3u8
CCTV13,http://43.142.32.164:9999/小果.php?id=CCTV-xw_4000&Cf.m3u8
CCTV14,http://43.142.32.164:9999/小果.php?id=CCTV-14H265_4000&Cf.m3u8
CCTV15,http://43.142.32.164:9999/小果.php?id=CCTV-15-yyH265_4000&Cf.m3u8
CCTV16,http://43.142.32.164:9999/小果.php?id=CCTV-16_4000&Cf.m3u8
CCTV16-4K,http://43.142.32.164:9999/小果.php?id=CCTV-16-4K_8000&Cf.m3u8
CCTV17,http://43.142.32.164:9999/小果.php?id=CCTV-17_4000&Cf.m3u8



四川,#genre#
四川卫视,http://183.223.157.33:9901/tsfile/live/0123_1.m3u8
四川经济,http://183.223.157.33:9901/tsfile/live/1000_1.m3u8
四川文化旅游,http://183.223.157.33:9901/tsfile/live/1001_1.m3u8
四川新闻,http://183.223.157.33:9901/tsfile/live/1003_1.m3u8
四川科教,http://183.223.157.33:9901/tsfile/live/1005_1.m3u8
峨嵋电影,http://183.223.157.33:9901/tsfile/live/1006_1.m3u8

四川卫视,http://121.29.111.117:8888/rtp/239.253.92.16:6043
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
四川卫视,http://43.142.32.164:9999/小果.php?id=scwsH265_4000&Cf.m3u8

四川文化旅游,http://api2.52tb.xyz/info?id=603&token=20230405tndmhg
四川影视,http://api2.52tb.xyz/info?id=601&token=20230405tndmhg
四川新闻,http://api2.52tb.xyz/info?id=602&token=20230405tndmhg
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川乡村,http://api2.52tb.xyz/info?id=606&token=20230405tndmhg

四川文化旅游,http://43.142.32.164:9999/小果.php?id=SCTV-3-H265_4000&Cf.m3u8
四川经济,http://43.142.32.164:9999/小果.php?id=SCTV-2-H265_4000&Cf.m3u8
四川新闻,http://43.142.32.164:9999/小果.php?id=SCTV-4H265_4000&Cf.m3u8
四川影视文艺,http://43.142.32.164:9999/小果.php?id=SCTV-5-scysH265_4000&Cf.m3u8
四川妇女儿童,http://43.142.32.164:9999/小果.php?id=SCTV-7-_4000&Cf.m3u8
四川科教,http://43.142.32.164:9999/小果.php?id=SCTV-ggSCTV-8_4000&Cf.m3u8
四川乡村,http://43.142.32.164:9999/小果.php?id=SCTV-kjSCTV-9-_4000&Cf.m3u8
峨嵋电影,http://43.142.32.164:9999/小果.php?id=emdygqH265_4000&Cf.m3u8

四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川乡村,

四川文化旅游,https://live.goodiptv.club/api/sxg.php?id=SCTV-2-H265_4000
四川经济,https://live.goodiptv.club/api/sxg.php?id=SCTV-3-H265_4000
四川新闻,https://live.goodiptv.club/api/sxg.php?id=SCTV-4H265_4000
四川影视文艺,https://live.goodiptv.club/api/sxg.php?id=SCTV-5-scysH265_4000
四川妇女儿童,https://live.goodiptv.club/api/sxg.php?id=SCTV-7-_4000
四川科教,https://live.goodiptv.club/api/sxg.php?id=SCTV-ggSCTV-8_4000
四川乡村,https://live.goodiptv.club/api/sxg.php?id=SCTV-kjSCTV-9-_4000

四川文化旅游,http://120.79.196.2:8088/live/scm3u8.php?id=whly
四川新闻,http://120.79.196.2:8088/live/scm3u8.php?id=scxw
四川影视文艺,http://120.79.196.2:8088/live/scm3u8.php?id=yswy
四川妇女儿童,http://120.79.196.2:8088/live/scm3u8.php?id=fnrt
四川科教,
四川乡村,http://dcpull.sctvcloud.com/live/6bcbdd9501881000b1f5f6b400000000/playlist.m3u8
峨嵋电影,http://r.jdshipin.com/XIjta

成都,#genre#
成都新闻综合,http://live.cooltv.top/tv/cdtv.php?id=cdxwzh
成都经济资讯,http://live.cooltv.top/tv/cdtv.php?id=cdjjzx
成都都市生活,http://live.cooltv.top/tv/cdtv.php?id=cddssh
成都影视文艺,http://live.cooltv.top/tv/cdtv.php?id=cdyswy
成都公共频道,http://live.cooltv.top/tv/cdtv.php?id=cdgg
成都少儿频道,http://live.cooltv.top/tv/cdtv.php?id=cdse
成都高新区,https://taijitv.zhonglong1.repl.co/sxg.php?id=cdgxdstgq_2000

成都新闻综合,http://lu1.cc/itv/sctv/cdxl.php?id=cdtv1hd&fmt=hls
成都经济资讯,http://lu1.cc/itv/sctv/cdxl.php?id=cdtv2hd&fmt=hls
成都都市生活,http://lu1.cc/itv/sctv/cdxl.php?id=cdtv3hd&fmt=hls
成都影视文艺,http://lu1.cc/itv/sctv/cdxl.php?id=cdtv4hd&fmt=hls
成都公共频道,http://lu1.cc/itv/sctv/cdxl.php?id=cdtv5hd&fmt=hls
成都高新区,
成都少儿频道,

成都高新区,http://43.142.32.164:9999/小果.php?id=cdgxdstgq_2000&Cf.m3u8
成都公共频道,http://43.142.32.164:9999/小果.php?id=CDTV-5_4000&Cf.m3u8
成都新闻综合,http://43.142.32.164:9999/小果.php?id=CDTV-1_4000&Cf.m3u8

卫视,#genre#
四川卫视,http://183.223.157.33:9901/tsfile/live/0123_1.m3u8
湖南卫视,http://183.223.157.33:9901/tsfile/live/0019_1.m3u8
江苏卫视,http://183.223.157.33:9901/tsfile/live/0127_1.m3u8
海南卫视,http://183.223.157.33:9901/tsfile/live/1008_1.m3u8

湖南卫视,http://183.237.231.139:9901/tsfile/live/1066_1.m3u8
浙江卫视,http://183.237.231.139:9901/tsfile/live/1067_1.m3u8
江苏卫视,http://183.237.231.139:9901/tsfile/live/1068_1.m3u8
北京卫视,http://183.237.231.139:9901/tsfile/live/1069_1.m3u8
黑龙江卫视,http://183.237.231.139:9901/tsfile/live/1070_1.m3u8
湖北卫视,http://183.237.231.139:9901/tsfile/live/1071_1.m3u8
天津卫视,http://183.237.231.139:9901/tsfile/live/1072_1.m3u8
山东卫视,http://183.237.231.139:9901/tsfile/live/1073_1.m3u8
东方卫视,http://183.237.231.139:9901/tsfile/live/1074_1.m3u8
辽宁卫视,http://183.237.231.139:9901/tsfile/live/1076_1.m3u8
四川卫视,http://183.237.231.139:9901/tsfile/live/1077_1.m3u8
金鹰纪实,http://183.237.231.139:9901/tsfile/live/1078_1.m3u8
河北卫视,http://183.237.231.139:9901/tsfile/live/1079_1.m3u8
重庆卫视,http://183.237.231.139:9901/tsfile/live/1080_1.m3u8
安徽卫视,http://183.237.231.139:9901/tsfile/live/1081_1.m3u8
贵州卫视,http://183.237.231.139:9901/tsfile/live/1082_1.m3u8
中国教育1,http://183.237.231.139:9901/tsfile/live/1083_1.m3u8
上海纪实,http://183.237.231.139:9901/tsfile/live/1084_1.m3u8
江西卫视,http://183.237.231.139:9901/tsfile/live/1085_1.m3u8
吉林卫视,http://183.237.231.139:9901/tsfile/live/1086_1.m3u8
广东卫视,http://183.237.231.139:9901/tsfile/live/1087_1.m3u8
广西卫视,http://183.237.231.139:9901/tsfile/live/1088_1.m3u8
河南卫视,http://183.237.231.139:9901/tsfile/live/1089_1.m3u8
甘肃卫视,http://183.237.231.139:9901/tsfile/live/1090_1.m3u8


东方卫视,http://huangxin.quipor.cn:12999/hls/18/index.m3u8?url=tvzb.com
东方影视,http://huangxin.quipor.cn:12999/hls/19/index.m3u8?url=tvzb.com
五星体育,http://huangxin.quipor.cn:12999/hls/21/index.m3u8?url=tvzb.com
北京卫视,http://huangxin.quipor.cn:12999/hls/22/index.m3u8?url=tvzb.com
江苏卫视,http://huangxin.quipor.cn:12999/hls/23/index.m3u8?url=tvzb.com
浙江卫视,http://huangxin.quipor.cn:12999/hls/24/index.m3u8?url=tvzb.com
湖南卫视,http://huangxin.quipor.cn:12999/hls/25/index.m3u8?url=tvzb.com
山东卫视,http://huangxin.quipor.cn:12999/hls/26/index.m3u8?url=tvzb.com
黑龙江卫视,http://huangxin.quipor.cn:12999/hls/27/index.m3u8?url=tvzb.com
安徽卫视,http://huangxin.quipor.cn:12999/hls/28/index.m3u8?url=tvzb.com
天津卫视,http://huangxin.quipor.cn:12999/hls/29/index.m3u8?url=tvzb.com
江西卫视,http://huangxin.quipor.cn:12999/hls/30/index.m3u8?url=tvzb.com
辽宁卫视,http://huangxin.quipor.cn:12999/hls/31/index.m3u8?url=tvzb.com
湖北卫视,http://huangxin.quipor.cn:12999/hls/32/index.m3u8?url=tvzb.com
广东卫视,http://huangxin.quipor.cn:12999/hls/33/index.m3u8?url=tvzb.com
深圳卫视,http://huangxin.quipor.cn:12999/hls/34/index.m3u8?url=tvzb.com
东南卫视,http://huangxin.quipor.cn:12999/hls/35/index.m3u8?url=tvzb.com
四川卫视,http://huangxin.quipor.cn:12999/hls/36/index.m3u8?url=tvzb.com
重庆卫视,http://huangxin.quipor.cn:12999/hls/37/index.m3u8?url=tvzb.com
河北卫视,http://huangxin.quipor.cn:12999/hls/38/index.m3u8?url=tvzb.com
河南卫视,http://huangxin.quipor.cn:12999/hls/39/index.m3u8?url=tvzb.com
山西卫视,http://huangxin.quipor.cn:12999/hls/40/index.m3u8?url=tvzb.com
陕西卫视,http://huangxin.quipor.cn:12999/hls/41/index.m3u8?url=tvzb.com
甘肃卫视,http://huangxin.quipor.cn:12999/hls/42/index.m3u8?url=tvzb.com
广西卫视,http://huangxin.quipor.cn:12999/hls/43/index.m3u8?url=tvzb.com

浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
安徽卫视,http://live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
北京卫视,http://live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
北京卫视,http://live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1&AUTHINFO=FABqh274XDn8fkurD5614gdYS5bnDqtoUOBkWQoH6rTvTlu5Aw3evv7yy0u2BlOsOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F6NEU%2Fb%2FYbiy8suzx2wGcwqJMhivxx1S8fcvB8Encq%2BryRG2SCfnknIN%2FzYUY2f6hMd7FvBvQe0iob6jTaq%2BIc40cshMBHHylL8I%2F%2BPT8H7sA%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东方卫视,http://live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东南卫视,http://live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
广东卫视,http://live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
贵州卫视,http://live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
河北卫视,http://live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
黑龙江卫视,http://live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
湖北卫视,http://live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
湖南卫视,http://live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
吉林卫视,http://live.aishang.ctlcdn.com/00000110240399_1/playlist.m3u8?CONTENTID=00000110240399_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
江苏卫视,http://live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
江西卫视,http://live.aishang.ctlcdn.com/00000110240398_1/playlist.m3u8?CONTENTID=00000110240398_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
